Region,Location,Item,Price
Kanto,Saffron City,Guard Spec,1500 PokéYen
Kanto,Saffron City,X Speed,2000 PokéYen
Kanto,Saffron City,X Accuracy,1500 PokéYen
Kanto,Saffron City,Antidote,200 PokéYen
Kanto,Saffron City,Parlyz Heal,300 PokéYen
Kanto,Saffron City,Awakening,300 PokéYen
Kanto,Saffron City,Burn Heal,300 PokéYen
Kanto,Saffron City,Ice Heal,300 PokéYen
Kanto,Saffron City,Escape Rope,750 PokéYen
Kanto,Saffron City,Repel,400 PokéYen
Kanto,Saffron City,Super Repel,750 PokéYen
Kanto,Saffron City,Max Repel,900 PokéYen
Kanto,Saffron City,Lure,600 PokéYen
Kanto,Saffron City,Super Lure,1200 PokéYen
Kanto,Saffron City,Expert Lure,1500 PokéYen
Kanto,Fuchsia City,Poké Ball,200 PokéYen
Kanto,Fuchsia City,Great Ball,600 PokéYen
Kanto,Fuchsia City,Ultra Ball,1200 PokéYen
Kanto,Fuchsia City,Potion,200 PokéYen
Kanto,Fuchsia City,Super Potion,600 PokéYen
Kanto,Fuchsia City,Hyper Potion,1200 PokéYen
Kanto,Fuchsia City,Revive,3250 PokéYen
Kanto,Fuchsia City,X Attack,2000 PokéYen
Kanto,Fuchsia City,X Special,2000 PokéYen
Kanto,Fuchsia City,Dire Hit,1500 PokéYen
Kanto,Fuchsia City,X Defend,2500 PokéYen
Kanto,Fuchsia City,X Sp. Def,2500 PokéYen
Kanto,Fuchsia City,Guard Spec,1500 PokéYen
Kanto,Fuchsia City,X Speed,2000 PokéYen
Kanto,Fuchsia City,X Accuracy,1500 PokéYen
Kanto,Fuchsia City,Antidote,200 PokéYen
Kanto,Fuchsia City,Parlyz Heal,300 PokéYen
Kanto,Fuchsia City,Awakening,300 PokéYen
Kanto,Fuchsia City,Burn Heal,300 PokéYen
Kanto,Fuchsia City,Ice Heal,300 PokéYen
Kanto,Fuchsia City,Escape Rope,750 PokéYen
Kanto,Fuchsia City,Repel,400 PokéYen
Kanto,Fuchsia City,Super Repel,750 PokéYen
Kanto,Fuchsia City,Max Repel,900 PokéYen
Kanto,Fuchsia City,Lure,600 PokéYen
Kanto,Fuchsia City,Super Lure,1200 PokéYen
Kanto,Fuchsia City,Expert Lure,1500 PokéYen
Kanto,Cinnabar Island,Poké Ball,200 PokéYen
Kanto,Cinnabar Island,Great Ball,600 PokéYen
Kanto,Cinnabar Island,Ultra Ball,1200 PokéYen
Kanto,Cinnabar Island,Potion,200 PokéYen
Kanto,Cinnabar Island,Super Potion,600 PokéYen
Kanto,Cinnabar Island,Hyper Potion,1200 PokéYen
Kanto,Cinnabar Island,Revive,3250 PokéYen
Kanto,Cinnabar Island,X Attack,2000 PokéYen
Kanto,Cinnabar Island,X Special,2000 PokéYen
Kanto,Cinnabar Island,Dire Hit,1500 PokéYen
Kanto,Cinnabar Island,X Defend,2500 PokéYen
Kanto,Cinnabar Island,X Sp. Def,2500 PokéYen
Kanto,Cinnabar Island,Guard Spec,1500 PokéYen
Kanto,Cinnabar Island,X Speed,2000 PokéYen
Kanto,Cinnabar Island,X Accuracy,1500 PokéYen
Kanto,Cinnabar Island,Antidote,200 PokéYen
Kanto,Cinnabar Island,Parlyz Heal,300 PokéYen
Kanto,Cinnabar Island,Awakening,300 PokéYen
Kanto,Cinnabar Island,Burn Heal,300 PokéYen
Kanto,Cinnabar Island,Ice Heal,300 PokéYen
Kanto,Cinnabar Island,Escape Rope,750 PokéYen
Kanto,Cinnabar Island,Repel,400 PokéYen
Kanto,Cinnabar Island,Super Repel,750 PokéYen
Kanto,Cinnabar Island,Max Repel,900 PokéYen
Kanto,Cinnabar Island,Lure,600 PokéYen
Kanto,Cinnabar Island,Super Lure,1200 PokéYen
Kanto,Cinnabar Island,Expert Lure,1500 PokéYen
Kanto,Three Island,Poké Ball,200 PokéYen
Kanto,Three Island,Great Ball,600 PokéYen
Kanto,Three Island,Ultra Ball,1200 PokéYen
Kanto,Three Island,Potion,200 PokéYen
Kanto,Three Island,Super Potion,600 PokéYen
Kanto,Three Island,Hyper Potion,1200 PokéYen
Kanto,Three Island,Revive,3250 PokéYen
Kanto,Three Island,X Attack,2000 PokéYen
Kanto,Three Island,X Special,2000 PokéYen
Kanto,Three Island,Dire Hit,1500 PokéYen
Kanto,Three Island,X Defend,2500 PokéYen
Kanto,Three Island,X Sp. Def,2500 PokéYen
Kanto,Three Island,Guard Spec,1500 PokéYen
Kanto,Three Island,X Speed,2000 PokéYen
Kanto,Three Island,X Accuracy,1500 PokéYen
Kanto,Three Island,Antidote,200 PokéYen
Kanto,Three Island,Parlyz Heal,300 PokéYen
Kanto,Three Island,Awakening,300 PokéYen
Kanto,Three Island,Burn Heal,300 PokéYen
Kanto,Three Island,Ice Heal,300 PokéYen
Kanto,Three Island,Escape Rope,750 PokéYen
Kanto,Three Island,Repel,400 PokéYen
Kanto,Three Island,Super Repel,750 PokéYen
Kanto,Three Island,Max Repel,900 PokéYen
Kanto,Three Island,Lure,600 PokéYen
Kanto,Three Island,Super Lure,1200 PokéYen
Kanto,Three Island,Expert Lure,1500 PokéYen
Johto,All Marts (0 Badges),Poké Ball,200 PokéYen
Johto,All Marts (0 Badges),Great Ball,600 PokéYen
Johto,All Marts (0 Badges),Potion,200 PokéYen
Johto,All Marts (0 Badges),Super Potion,600 PokéYen
Johto,All Marts (0 Badges),Antidote,200 PokéYen
Johto,All Marts (0 Badges),Parlyz Heal,300 PokéYen
Johto,All Marts (0 Badges),Awakening,300 PokéYen
Johto,All Marts (0 Badges),Burn Heal,300 PokéYen
Johto,All Marts (0 Badges),Ice Heal,300 PokéYen
Johto,All Marts (0 Badges),Escape Rope,750 PokéYen
Johto,All Marts (0 Badges),Repel,400 PokéYen
Johto,All Marts (3 Badges),Hyper Potion,1200 PokéYen
Johto,All Marts (3 Badges),Revive,3250 PokéYen
Johto,All Marts (3 Badges),Super Repel,750 PokéYen
Johto,All Marts (5 Badges),Ultra Ball,1200 PokéYen
Johto,All Marts (5 Badges),Max Repel,900 PokéYen
Johto,All Marts (5 Badges),X Attack,2000 PokéYen
Johto,All Marts (5 Badges),X Special,2000 PokéYen
Johto,All Marts (5 Badges),X Defend,2500 PokéYen
Johto,All Marts (5 Badges),X Sp. Def,2500 PokéYen
Johto,All Marts (5 Badges),X Speed,2000 PokéYen
Johto,All Marts (5 Badges),X Accuracy,1500 PokéYen
Johto,All Marts (5 Badges),Dire Hit,1500 PokéYen
Johto,All Marts (5 Badges),Guard Spec,1500 PokéYen
Johto,All Marts (7 Badges),Max Potion,2500 PokéYen
Johto,All Marts (8 Badges),Full Restore,3000 PokéYen
Hoenn,Oldale Town,Potion,200 PokéYen
Hoenn,Oldale Town,Antidote,200 PokéYen
Hoenn,Oldale Town,Parlyz Heal,300 PokéYen
Hoenn,Oldale Town,Awakening,300 PokéYen
Hoenn,Petalburg City,Poké Ball,200 PokéYen
Hoenn,Petalburg City,Potion,200 PokéYen
Hoenn,Petalburg City,Antidote,200 PokéYen
Hoenn,Petalburg City,Parlyz Heal,300 PokéYen
Hoenn,Petalburg City,Awakening,300 PokéYen
Hoenn,Petalburg City,Escape Rope,750 PokéYen
Hoenn,Petalburg City,Repel,400 PokéYen
Hoenn,Petalburg City,Lure,600 PokéYen
Hoenn,Petalburg City,Orange Mail, PokéYen
Hoenn,Rustboro City,Poké Ball,200 PokéYen
Hoenn,Rustboro City,Potion,200 PokéYen
Hoenn,Rustboro City,Super Potion,600 PokéYen
Hoenn,Rustboro City,Antidote,200 PokéYen
Hoenn,Rustboro City,Parlyz Heal,300 PokéYen
Hoenn,Rustboro City,Escape Rope,750 PokéYen
Hoenn,Rustboro City,Repel,400 PokéYen
Hoenn,Rustboro City,Lure,600 PokéYen
Hoenn,Slateport City,Poké Ball,200 PokéYen
Hoenn,Slateport City,Great Ball,600 PokéYen
Hoenn,Slateport City,Potion,200 PokéYen
Hoenn,Slateport City,Super Potion,600 PokéYen
Hoenn,Slateport City,Antidote,200 PokéYen
Hoenn,Slateport City,Parlyz Heal,300 PokéYen
Hoenn,Slateport City,Escape Rope,750 PokéYen
Hoenn,Slateport City,Repel,400 PokéYen
Hoenn,Slateport City,Lure,600 PokéYen
Hoenn,Slateport City,Harbor Mail, PokéYen
Hoenn,Mauville City,Poké Ball,200 PokéYen
Hoenn,Mauville City,Great Ball,600 PokéYen
Hoenn,Mauville City,Super Potion,600 PokéYen
Hoenn,Mauville City,Antidote,200 PokéYen
Hoenn,Mauville City,Parlyz Heal,300 PokéYen
Hoenn,Mauville City,Awakening,300 PokéYen
Hoenn,Mauville City,X Attack,2000 PokéYen
Hoenn,Mauville City,X Special,2000 PokéYen
Hoenn,Mauville City,Dire Hit,1500 PokéYen
Hoenn,Mauville City,X Defend,2500 PokéYen
Hoenn,Mauville City,X Sp. Def,2500 PokéYen
Hoenn,Mauville City,Guard Spec,1500 PokéYen
Hoenn,Mauville City,X Speed,2000 PokéYen
Hoenn,Mauville City,X Accuracy,1500 PokéYen
Hoenn,Trainer Hill,Potion,200 PokéYen
Hoenn,Trainer Hill,Super Potion,600 PokéYen
Hoenn,Trainer Hill,Antidote,200 PokéYen
Hoenn,Trainer Hill,Parlyz Heal,300 PokéYen
Hoenn,Trainer Hill,Awakening,300 PokéYen
Hoenn,Trainer Hill,X Attack,2000 PokéYen
Hoenn,Trainer Hill,X Special,2000 PokéYen
Hoenn,Trainer Hill,Dire Hit,1500 PokéYen
Hoenn,Trainer Hill,X Defend,2500 PokéYen
Hoenn,Trainer Hill,X Sp. Def,2500 PokéYen
Hoenn,Trainer Hill,Guard Spec,1500 PokéYen
Hoenn,Trainer Hill,X Speed,2000 PokéYen
Hoenn,Trainer Hill,X Accuracy,1500 PokéYen
Hoenn,Verdanturf Town,Poké Ball,200 PokéYen
Hoenn,Verdanturf Town,Great Ball,600 PokéYen
Hoenn,Verdanturf Town,Nest Ball,1000 PokéYen
Hoenn,Verdanturf Town,Luxury Ball,1000 PokéYen
Hoenn,Verdanturf Town,Potion,200 PokéYen
Hoenn,Verdanturf Town,Super Potion,600 PokéYen
Hoenn,Verdanturf Town,Antidote,200 PokéYen
Hoenn,Verdanturf Town,Parlyz Heal,300 PokéYen
Hoenn,Verdanturf Town,Awakening,300 PokéYen
Hoenn,Verdanturf Town,Burn Heal,300 PokéYen
Hoenn,Verdanturf Town,Ice Heal,300 PokéYen
Hoenn,Verdanturf Town,Repel,400 PokéYen
Hoenn,Verdanturf Town,Lure,600 PokéYen
Hoenn,Verdanturf Town,Fluffy Tail,10000 PokéYen
Hoenn,Fallarbor Town,Poké Ball,200 PokéYen
Hoenn,Fallarbor Town,Great Ball,600 PokéYen
Hoenn,Fallarbor Town,Potion,200 PokéYen
Hoenn,Fallarbor Town,Super Potion,600 PokéYen
Hoenn,Fallarbor Town,Antidote,200 PokéYen
Hoenn,Fallarbor Town,Parlyz Heal,300 PokéYen
Hoenn,Fallarbor Town,Escape Rope,750 PokéYen
Hoenn,Fallarbor Town,Repel,400 PokéYen
Hoenn,Fallarbor Town,Super Repel,750 PokéYen
Hoenn,Fallarbor Town,Lure,600 PokéYen
Hoenn,Fallarbor Town,Super Lure,1200 PokéYen
Hoenn,Fallarbor Town,X Attack,2000 PokéYen
Hoenn,Fallarbor Town,X Special,2000 PokéYen
Hoenn,Fallarbor Town,Dire Hit,1500 PokéYen
Hoenn,Fallarbor Town,X Defend,2500 PokéYen
Hoenn,Fallarbor Town,X Sp. Def,2500 PokéYen
Hoenn,Fallarbor Town,Guard Spec,1500 PokéYen
Hoenn,Fallarbor Town,X Speed,2000 PokéYen
Hoenn,Fallarbor Town,X Accuracy,1500 PokéYen
Hoenn,Lavaridge Town,Poké Ball,200 PokéYen
Hoenn,Lavaridge Town,Great Ball,600 PokéYen
Hoenn,Lavaridge Town,Potion,200 PokéYen
Hoenn,Lavaridge Town,Super Potion,600 PokéYen
Hoenn,Lavaridge Town,Antidote,200 PokéYen
Hoenn,Lavaridge Town,Parlyz Heal,300 PokéYen
Hoenn,Lavaridge Town,Awakening,300 PokéYen
Hoenn,Lavaridge Town,Burn Heal,300 PokéYen
Hoenn,Lavaridge Town,Revive,3250 PokéYen
Hoenn,Lavaridge Town,Repel,400 PokéYen
Hoenn,Lavaridge Town,Super Repel,750 PokéYen
Hoenn,Lavaridge Town,Lure,600 PokéYen
Hoenn,Lavaridge Town,Super Lure,1200 PokéYen
Hoenn,Fortree City,Poké Ball,200 PokéYen
Hoenn,Fortree City,Great Ball,600 PokéYen
Hoenn,Fortree City,Ultra Ball,1200 PokéYen
Hoenn,Fortree City,Potion,200 PokéYen
Hoenn,Fortree City,Super Potion,600 PokéYen
Hoenn,Fortree City,Hyper Potion,1200 PokéYen
Hoenn,Fortree City,Antidote,200 PokéYen
Hoenn,Fortree City,Parlyz Heal,300 PokéYen
Hoenn,Fortree City,Awakening,300 PokéYen
Hoenn,Fortree City,Revive,3250 PokéYen
Hoenn,Fortree City,Repel,400 PokéYen
Hoenn,Fortree City,Super Repel,750 PokéYen
Hoenn,Fortree City,Lure,600 PokéYen
Hoenn,Fortree City,Super Lure,1200 PokéYen
Hoenn,Fortree City,Wood Mail, PokéYen
Hoenn,Mossdeep City,Poké Ball,200 PokéYen
Hoenn,Mossdeep City,Great Ball,600 PokéYen
Hoenn,Mossdeep City,Ultra Ball,1200 PokéYen
Hoenn,Mossdeep City,Net Ball,1350 PokéYen
Hoenn,Mossdeep City,Dive Ball,1200 PokéYen
Hoenn,Mossdeep City,Super Potion,600 PokéYen
Hoenn,Mossdeep City,Hyper Potion,1200 PokéYen
Hoenn,Mossdeep City,Antidote,200 PokéYen
Hoenn,Mossdeep City,Parlyz Heal,300 PokéYen
Hoenn,Mossdeep City,Awakening,300 PokéYen
Hoenn,Mossdeep City,Burn Heal,300 PokéYen
Hoenn,Mossdeep City,Ice Heal,300 PokéYen
Hoenn,Mossdeep City,Revive,3250 PokéYen
Hoenn,Mossdeep City,Repel,400 PokéYen
Hoenn,Mossdeep City,Super Repel,750 PokéYen
Hoenn,Mossdeep City,Max Repel,900 PokéYen
Sinnoh,All Marts (0 Badges),Poké Ball,200 PokéYen
Sinnoh,All Marts (0 Badges),Heal Ball,300 PokéYen
Sinnoh,All Marts (0 Badges),Potion,200 PokéYen
Sinnoh,All Marts (0 Badges),Antidote,200 PokéYen
Sinnoh,All Marts (0 Badges),Parlyz Heal,300 PokéYen
Sinnoh,All Marts (0 Badges),Air Mail, PokéYen
Sinnoh,All Marts (0 Badges),Tunnel Mail, PokéYen
Sinnoh,All Marts (1 Badge),Net Ball,1350 PokéYen
Sinnoh,All Marts (1 Badge),Nest Ball,1000 PokéYen
Sinnoh,All Marts (1 Badge),Super Potion,600 PokéYen
Sinnoh,All Marts (1 Badge),Repel,400 PokéYen
Sinnoh,All Marts (1 Badge),Lure,600 PokéYen
Sinnoh,All Marts (1 Badge),Awakening,300 PokéYen
Sinnoh,All Marts (1 Badge),Burn Heal,300 PokéYen
Sinnoh,All Marts (1 Badge),Ice Heal,300 PokéYen
Sinnoh,All Marts (1 Badge),Escape Rope,750 PokéYen
Sinnoh,All Marts (1 Badge),Bloom Mail, PokéYen
Sinnoh,All Marts (2 Badges),Dusk Ball,1400 PokéYen
Sinnoh,All Marts (2 Badges),Heart Mail, PokéYen
Sinnoh,All Marts (2 Badges),Quick Ball,1000 PokéYen
Sinnoh,All Marts (2 Badges),Revive,3250 PokéYen
Sinnoh,All Marts (3 Badges),Poké Doll,300 PokéYen
Sinnoh,All Marts (3 Badges),Super Repel,750 PokéYen
Sinnoh,All Marts (3 Badges),Super Lure,1200 PokéYen
Sinnoh,All Marts (3 Badges),X Attack,2000 PokéYen
Sinnoh,All Marts (3 Badges),X Special,2000 PokéYen
Sinnoh,All Marts (3 Badges),X Defend,2500 PokéYen
Sinnoh,All Marts (3 Badges),X Sp. Def,2500 PokéYen
Sinnoh,All Marts (3 Badges),X Speed,2000 PokéYen
Sinnoh,All Marts (3 Badges),X Accuracy,1500 PokéYen
Sinnoh,All Marts (3 Badges),Dire Hit,1500 PokéYen
Sinnoh,All Marts (3 Badges),Guard Spec,1500 PokéYen
Sinnoh,All Marts (4 Badges),Timer Ball,1200 PokéYen
Sinnoh,All Marts (5 Badges),Ultra Ball,1200 PokéYen
Sinnoh,All Marts (5 Badges),Repeat Ball,1250 PokéYen
Sinnoh,All Marts (5 Badges),Hyper Potion,1200 PokéYen
Sinnoh,All Marts (6 Badges),Snow Mail, PokéYen
Sinnoh,All Marts (7 Badges),Luxury Ball,1000 PokéYen
Sinnoh,All Marts (7 Badges),Max Repel,900 PokéYen
Sinnoh,All Marts (7 Badges),Expert Lure,1500 PokéYen
Sinnoh,All Marts (7 Badges),Steel Mail, PokéYen
Unova,All Marts (0 Badges),Poké Ball,200 PokéYen
Unova,All Marts (1 Badge),Great Ball,600 PokéYen
Unova,All Marts (5 Badges),Ultra Ball,1200 PokéYen
Unova,All Marts (0 Badges),Potion,200 PokéYen
Unova,All Marts (1 Badge),Super Potion,600 PokéYen
Unova,All Marts (5 Badges),Hyper Potion,1200 PokéYen
Unova,All Marts (3 Badges),Revive,3250 PokéYen
Unova,All Marts (0 Badges),Poké Toy,1000 PokéYen
Unova,All Marts (1 Badge),Repel,400 PokéYen
Unova,All Marts (3 Badges),Super Repel,750 PokéYen
Unova,All Marts (5 Badges),Max Repel,900 PokéYen
Unova,All Marts (1 Badge),Lure,600 PokéYen
Unova,All Marts (3 Badges),Super Lure,1200 PokéYen
Unova,All Marts (5 Badges),Expert Lure,1500 PokéYen
Unova,All Marts (1 Badge),X Attack,2000 PokéYen
Unova,All Marts (1 Badge),X Special,2000 PokéYen
Unova,All Marts (1 Badge),X Defend,2500 PokéYen
Unova,All Marts (1 Badge),X Sp. Def,2500 PokéYen
Unova,All Marts (1 Badge),X Speed,2000 PokéYen
Unova,All Marts (1 Badge),X Accuracy,1500 PokéYen
Unova,All Marts (1 Badge),Dire Hit,1500 PokéYen
Unova,All Marts (1 Badge),Guard Spec,1500 PokéYen
Unova,All Marts (0 Badges),Antidote,200 PokéYen
Unova,All Marts (0 Badges),Parlyz Heal,300 PokéYen
Unova,All Marts (0 Badges),Awakening,300 PokéYen
Unova,All Marts (1 Badge),Burn Heal,300 PokéYen
Unova,All Marts (1 Badge),Ice Heal,300 PokéYen
Unova,All Marts (1 Badge),Escape Rope,750 PokéYen
,,,
Kanto,Game Corner,Tuxedo,"6,000 Coins / $30,000 PokéYen"
Kanto,Game Corner,Rocket Uniform,"9,999 Coins / $49,995 PokéYen"
Kanto,Game Corner,Mystery Box,"9,999 Coins / $49,995 PokéYen"
Kanto,Game Corner,TM - Hidden Power,"6,000 Coins / $30,000 PokéYen"
Kanto,Game Corner,TM Ice Beam,"6,000 Coins / $30,000 PokéYen"
Kanto,Game Corner,TM Flamethrower,"6,000 Coins / $30,000 PokéYen"
Kanto,Game Corner,TM Thunderbolt,"6,000 Coins / $30,000 PokéYen"
Johto,Game Corner,Silk Scarf,"2,500 Coins / $12,500 PokéYen"
Johto,Game Corner,Wide Lens,"2,500 Coins / $12,500 PokéYen"
Johto,Game Corner,Zoom Lens,"2,500 Coins / $12,500 PokéYen"
Johto,Game Corner,Metronome,"2,500 Coins / $12,500 PokéYen"
Johto,Game Corner,TM Ice Beam,"6,000 Coins / $30,000 PokéYen"
Johto,Game Corner,TM Flamethrower,"6,000 Coins / $30,000 PokéYen"
Johto,Game Corner,TM Thunderbolt,"6,000 Coins / $30,000 PokéYen"
Johto,Game Corner,TM Blizzard,"5,000 Coins / $25,000 PokéYen"
Johto,Game Corner,TM Fire Blast,"5,000 Coins / $25,000 PokéYen"
Johto,Game Corner,TM Thunder,"5,000 Coins / $25,000 PokéYen"
Johto,Game Corner,TM U-Turn,"6,000 Coins / $30,000 PokéYen"
Johto,Game Corner,TM Gyro Ball,"6,000 Coins / $30,000 PokéYen"
Johto,Game Corner,TM Rest,"4,000 Coins / $20,000 PokéYen"
Johto,Game Corner,TM Psychic,"6,000 Coins / $30,000 PokéYen"
Johto,Game Corner,TM Substitute,"6,000 Coins / $30,000 PokéYen"
Johto,Game Corner,TM Sword Dance,"6,000 Coins / $30,000 PokéYen"
Johto,Game Corner,Tuxedo,"6,000 Coins / $30,000 PokéYen"
Johto,Game Corner,Mystery Box,"9,999 Coins / $49,995 PokéYen"
Hoenn,Game Corner,TM Ice Beam,"6,000 Coins / $30,000 PokéYen"
Hoenn,Game Corner,TM Flamethrower,"6,000 Coins / $30,000 PokéYen"
Hoenn,Game Corner,TM Thunderbolt,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,Wide Lens,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,Zoom Lens,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,Metronome,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Ice Beam,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Flamethrower,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Thunderbolt,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM U-Turn,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Gyro Ball,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Rest,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Psychic,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Substitute,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Endure,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Sword Dance,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Double Team,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Hidden Power,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Return,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Frustration,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,TM Giga Impact,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,Tuxedo,"6,000 Coins / $30,000 PokéYen"
Sinnoh,Game Corner,Mystery Box,"9,999 Coins / $49,995 PokéYen"
,,,
,,,
Kanto,Trainer Tower,Mental Herb,85 BP
Hoenn,Battle Frontier,Mental Herb,85 BP
Unova,Gear Station,Mental Herb,85 BP
Kanto,Trainer Tower,White Herb,100 BP
Hoenn,Battle Frontier,White Herb,100 BP
Unova,Gear Station,White Herb,100 BP
Kanto,Trainer Tower,Power Herb,100 BP
Hoenn,Battle Frontier,Power Herb,100 BP
Unova,Gear Station,Power Herb,100 BP
Kanto,Trainer Tower,Absorb Bulb,100 BP
Hoenn,Battle Frontier,Absorb Bulb,100 BP
Unova,Gear Station,Absorb Bulb,100 BP
Kanto,Trainer Tower,Cell Battery,100 BP
Hoenn,Battle Frontier,Cell Battery,100 BP
Unova,Gear Station,Cell Battery,100 BP
Kanto,Trainer Tower,Red Card,100 BP
Hoenn,Battle Frontier,Red Card,100 BP
Unova,Gear Station,Red Card,100 BP
Kanto,Trainer Tower,Eject Button,100 BP
Hoenn,Battle Frontier,Eject Button,100 BP
Unova,Gear Station,Eject Button,100 BP
Kanto,Trainer Tower,Air Balloon,100 BP
Hoenn,Battle Frontier,Air Balloon,100 BP
Unova,Gear Station,Air Balloon,100 BP
Kanto,Trainer Tower,Focus Sash,100 BP
Hoenn,Battle Frontier,Focus Sash,100 BP
Unova,Gear Station,Focus Sash,100 BP
Kanto,Trainer Tower,Life Orb,"6,400 BP"
Hoenn,Battle Frontier,Life Orb,"6,400 BP"
Unova,Gear Station,Life Orb,"6,400 BP"
Kanto,Trainer Tower,Toxic Orb,"6,400 BP"
Hoenn,Battle Frontier,Toxic Orb,"6,400 BP"
Unova,Gear Station,Toxic Orb,"6,400 BP"
Kanto,Trainer Tower,Flame Orb,"6,400 BP"
Hoenn,Battle Frontier,Flame Orb,"6,400 BP"
Unova,Gear Station,Flame Orb,"6,400 BP"
Kanto,Trainer Tower,Leftovers,"4,800 BP"
Hoenn,Battle Frontier,Leftovers,"4,800 BP"
Unova,Gear Station,Leftovers,"4,800 BP"
Kanto,Trainer Tower,Wise Glasses,"4,800 BP"
Hoenn,Battle Frontier,Wise Glasses,"4,800 BP"
Unova,Gear Station,Wise Glasses,"4,800 BP"
Kanto,Trainer Tower,Scope Lens,"4,800 BP"
Hoenn,Battle Frontier,Scope Lens,"4,800 BP"
Unova,Gear Station,Scope Lens,"4,800 BP"
Kanto,Trainer Tower,Zoom Lens,"4,800 BP"
