pokemon_id,move_id,move_name,learn_method,learn_level
2,130,Skull Bash,move_learner_tools,
2,412,Energy Ball,move_learner_tools,
2,275,Ingrain,egg_moves,
2,320,GrassWhistle,egg_moves,
2,80,Petal Dance,egg_moves,
2,124,Sludge,egg_moves,
3,22,Vine Whip,level,1
3,33,Tackle,level,1
3,45,Growl,level,1
3,73,Leech Seed,level,1
3,74,Growth,level,1
3,80,Petal Dance,level,1
3,133,Amnesia,level,1
3,438,Power Whip,level,1
3,45,Growl,level,3
3,22,Vine Whip,level,5
3,73,Leech Seed,level,9
3,75,Razor Leaf,level,12
3,77,PoisonPowder,level,14
3,79,Sleep Powder,level,14
3,402,Seed Bomb,level,20
3,36,Take Down,level,22
3,74,Growth,level,28
3,230,Sweet Scent,level,30
3,80,Petal Dance,level,32
3,235,Synthesis,level,37
3,388,Worry Seed,level,44
3,38,Double-Edge,level,51
3,76,SolarBeam,level,58
3,20,Bind,move_tutor,
3,388,Worry Seed,move_tutor,
3,111,Defense Curl,move_tutor,
3,338,Frenzy Plant,move_tutor,
3,520,Grass Pledge,move_tutor,
3,335,Block,move_tutor,
3,173,Snore,move_tutor,
3,235,Synthesis,move_tutor,
3,81,String Shot,move_tutor,
3,246,AncientPower,move_tutor,
3,148,Flash,move_learner_tools,
3,311,Weather Ball,move_learner_tools,
3,363,Natural Gift,move_learner_tools,
3,156,Rest,move_learner_tools,
3,474,Venoshock,move_learner_tools,
3,182,Protect,move_learner_tools,
3,133,Amnesia,move_learner_tools,
3,130,Skull Bash,move_learner_tools,
3,290,Secret Power,move_learner_tools,
3,38,Double-Edge,move_learner_tools,
3,447,Grass Knot,move_learner_tools,
3,200,Outrage,move_learner_tools,
3,445,Captivate,move_learner_tools,
3,117,Bide,move_learner_tools,
3,115,Reflect,move_learner_tools,
3,113,Light Screen,move_learner_tools,
3,438,Power Whip,move_learner_tools,
3,437,Leaf Storm,move_learner_tools,
3,270,Helping Hand,move_learner_tools,
3,431,Rock Climb,move_learner_tools,
3,267,Nature Power,move_learner_tools,
3,102,Mimic,move_learner_tools,
3,263,Facade,move_learner_tools,
3,99,Rage,move_learner_tools,
3,92,Toxic,move_learner_tools,
3,416,Giga Impact,move_learner_tools,
3,89,Earthquake,move_learner_tools,
3,414,Earth Power,move_learner_tools,
3,412,Energy Ball,move_learner_tools,
3,76,SolarBeam,move_learner_tools,
3,241,Sunny Day,move_learner_tools,
3,402,Seed Bomb,move_learner_tools,
3,237,Hidden Power,move_learner_tools,
3,398,Poison Jab,move_learner_tools,
3,249,Rock Smash,move_learner_tools,
3,70,Strength,move_learner_tools,
3,230,Sweet Scent,move_learner_tools,
3,63,Hyper Beam,move_learner_tools,
3,104,Double Team,move_learner_tools,
3,219,Safeguard,move_learner_tools,
3,218,Frustration,move_learner_tools,
3,216,Return,move_learner_tools,
3,214,Sleep Talk,move_learner_tools,
3,213,Attract,move_learner_tools,
3,210,Fury Cutter,move_learner_tools,
3,46,Roar,move_learner_tools,
3,207,Swagger,move_learner_tools,
3,206,False Swipe,move_learner_tools,
3,204,Charm,move_learner_tools,
3,203,Endure,move_learner_tools,
3,202,Giga Drain,move_learner_tools,
3,282,Knock Off,move_learner_tools,
3,526,Work Up,move_learner_tools,
3,36,Take Down,move_learner_tools,
3,523,Bulldoze,move_learner_tools,
3,29,Headbutt,move_learner_tools,
3,189,Mud-Slap,move_learner_tools,
3,188,Sludge Bomb,move_learner_tools,
3,34,Body Slam,move_learner_tools,
3,184,Scary Face,move_learner_tools,
3,345,Magical Leaf,move_learner_tools,
3,72,Mega Drain,move_learner_tools,
3,15,Cut,move_learner_tools,
3,14,Swords Dance,move_learner_tools,
3,13,Razor Wind,move_learner_tools,
3,174,Curse,move_learner_tools,
3,497,Echoed Voice,move_learner_tools,
3,496,Round,move_learner_tools,
3,331,Bullet Seed,move_learner_tools,
3,491,Acid Spray,move_learner_tools,
3,164,Substitute,move_learner_tools,
3,80,Petal Dance,on_evolution,
3,275,Ingrain,egg_moves,
3,320,GrassWhistle,egg_moves,
3,124,Sludge,egg_moves,
4,10,Scratch,level,1
4,45,Growl,level,1
4,52,Ember,level,4
4,108,SmokeScreen,level,8
4,225,DragonBreath,level,12
4,232,Metal Claw,level,13
4,43,Leer,level,15
4,424,Fire Fang,level,17
4,154,Fury Swipes,level,18
4,163,Slash,level,20
4,99,Rage,level,22
4,82,Dragon Rage,level,22
4,53,Flamethrower,level,24
4,83,Fire Spin,level,27
4,184,Scary Face,level,28
4,481,Flame Burst,level,28
4,517,Inferno,level,36
4,394,Flare Blitz,level,40
4,44,Bite,egg_moves,
4,17,Wing Attack,egg_moves,
4,407,Dragon Rush,egg_moves,
4,187,Belly Drum,egg_moves,
4,111,Defense Curl,move_tutor,
4,246,AncientPower,move_tutor,
4,335,Block,move_tutor,
4,519,Fire Pledge,move_tutor,
4,173,Snore,move_tutor,
4,307,Blast Burn,move_tutor,
4,336,Howl,special_moves,
4,98,Quick Attack,special_moves,
4,130,Skull Bash,move_learner_tools,
4,317,Rock Tomb,move_learner_tools,
4,174,Curse,move_learner_tools,
4,5,Mega Punch,move_learner_tools,
4,349,Dragon Dance,move_learner_tools,
4,526,Work Up,move_learner_tools,
4,525,Dragon Tail,move_learner_tools,
4,164,Substitute,move_learner_tools,
4,184,Scary Face,move_learner_tools,
4,337,Dragon Claw,move_learner_tools,
4,157,Rock Slide,move_learner_tools,
4,156,Rest,move_learner_tools,
4,512,Acrobatics,move_learner_tools,
4,332,Aerial Ace,move_learner_tools,
4,510,Incinerate,move_learner_tools,
4,34,Body Slam,move_learner_tools,
4,36,Take Down,move_learner_tools,
4,497,Echoed Voice,move_learner_tools,
4,496,Round,move_learner_tools,
4,315,Overheat,move_learner_tools,
4,314,Air Cutter,move_learner_tools,
4,311,Weather Ball,move_learner_tools,
4,46,Roar,move_learner_tools,
4,488,Flame Charge,move_learner_tools,
4,223,DynamicPunch,move_learner_tools,
4,126,Fire Blast,move_learner_tools,
4,53,Flamethrower,move_learner_tools,
4,232,Metal Claw,move_learner_tools,
4,117,Bide,move_learner_tools,
4,115,Reflect,move_learner_tools,
4,290,Secret Power,move_learner_tools,
4,468,Hone Claws,move_learner_tools,
4,70,Strength,move_learner_tools,
4,104,Double Team,move_learner_tools,
4,102,Mimic,move_learner_tools,
4,280,Brick Break,move_learner_tools,
4,99,Rage,move_learner_tools,
4,129,Swift,move_learner_tools,
4,82,Dragon Rage,move_learner_tools,
4,92,Toxic,move_learner_tools,
4,270,Helping Hand,move_learner_tools,
4,66,Submission,move_learner_tools,
4,445,Captivate,move_learner_tools,
4,91,Dig,move_learner_tools,
4,264,Focus Punch,move_learner_tools,
4,263,Facade,move_learner_tools,
4,83,Fire Spin,move_learner_tools,
4,261,Will-O-Wisp,move_learner_tools,
4,257,Heat Wave,move_learner_tools,
4,251,Beat Up,move_learner_tools,
4,249,Rock Smash,move_learner_tools,
4,69,Seismic Toss,move_learner_tools,
4,68,Counter,move_learner_tools,
4,424,Fire Fang,move_learner_tools,
4,421,Shadow Claw,move_learner_tools,
4,241,Sunny Day,move_learner_tools,
4,237,Hidden Power,move_learner_tools,
4,411,Focus Blast,move_learner_tools,
4,231,Iron Tail,move_learner_tools,
4,406,Dragon Pulse,move_learner_tools,
4,225,DragonBreath,move_learner_tools,
4,242,Crunch,move_learner_tools,
4,218,Frustration,move_learner_tools,
4,38,Double-Edge,move_learner_tools,
4,216,Return,move_learner_tools,
4,394,Flare Blitz,move_learner_tools,
4,214,Sleep Talk,move_learner_tools,
4,213,Attract,move_learner_tools,
4,210,Fury Cutter,move_learner_tools,
4,29,Headbutt,move_learner_tools,
4,207,Swagger,move_learner_tools,
4,206,False Swipe,move_learner_tools,
4,25,Mega Kick,move_learner_tools,
4,203,Endure,move_learner_tools,
4,200,Outrage,move_learner_tools,
4,374,Fling,move_learner_tools,
4,15,Cut,move_learner_tools,
4,14,Swords Dance,move_learner_tools,
4,189,Mud-Slap,move_learner_tools,
4,9,ThunderPunch,move_learner_tools,
4,7,Fire Punch,move_learner_tools,
4,363,Natural Gift,move_learner_tools,
4,182,Protect,move_learner_tools,
5,10,Scratch,level,1
5,45,Growl,level,1
5,52,Ember,level,1
5,108,SmokeScreen,level,1
5,52,Ember,level,7
5,108,SmokeScreen,level,9
5,225,DragonBreath,level,12
5,232,Metal Claw,level,13
5,43,Leer,level,15
5,424,Fire Fang,level,19
5,154,Fury Swipes,level,20
5,99,Rage,level,24
5,163,Slash,level,24
5,82,Dragon Rage,level,26
5,53,Flamethrower,level,30
5,481,Flame Burst,level,32
5,83,Fire Spin,level,33
5,184,Scary Face,level,37
5,517,Inferno,level,48
5,394,Flare Blitz,level,54
5,111,Defense Curl,move_tutor,
5,246,AncientPower,move_tutor,
5,335,Block,move_tutor,
5,519,Fire Pledge,move_tutor,
5,173,Snore,move_tutor,
5,307,Blast Burn,move_tutor,
5,336,Howl,special_moves,
5,98,Quick Attack,special_moves,
5,130,Skull Bash,move_learner_tools,
5,317,Rock Tomb,move_learner_tools,
5,174,Curse,move_learner_tools,
5,5,Mega Punch,move_learner_tools,
5,349,Dragon Dance,move_learner_tools,
5,526,Work Up,move_learner_tools,
5,525,Dragon Tail,move_learner_tools,
5,164,Substitute,move_learner_tools,
5,184,Scary Face,move_learner_tools,
5,337,Dragon Claw,move_learner_tools,
5,157,Rock Slide,move_learner_tools,
5,156,Rest,move_learner_tools,
5,512,Acrobatics,move_learner_tools,
5,332,Aerial Ace,move_learner_tools,
5,510,Incinerate,move_learner_tools,
5,34,Body Slam,move_learner_tools,
5,36,Take Down,move_learner_tools,
5,497,Echoed Voice,move_learner_tools,
5,496,Round,move_learner_tools,
5,315,Overheat,move_learner_tools,
5,314,Air Cutter,move_learner_tools,
5,311,Weather Ball,move_learner_tools,
5,46,Roar,move_learner_tools,
5,488,Flame Charge,move_learner_tools,
5,223,DynamicPunch,move_learner_tools,
5,126,Fire Blast,move_learner_tools,
5,53,Flamethrower,move_learner_tools,
5,232,Metal Claw,move_learner_tools,
5,117,Bide,move_learner_tools,
5,115,Reflect,move_learner_tools,
5,290,Secret Power,move_learner_tools,
5,468,Hone Claws,move_learner_tools,
5,70,Strength,move_learner_tools,
5,104,Double Team,move_learner_tools,
5,102,Mimic,move_learner_tools,
5,280,Brick Break,move_learner_tools,
5,99,Rage,move_learner_tools,
5,129,Swift,move_learner_tools,
5,82,Dragon Rage,move_learner_tools,
5,92,Toxic,move_learner_tools,
5,270,Helping Hand,move_learner_tools,
5,66,Submission,move_learner_tools,
5,445,Captivate,move_learner_tools,
5,91,Dig,move_learner_tools,
5,264,Focus Punch,move_learner_tools,
5,263,Facade,move_learner_tools,
5,83,Fire Spin,move_learner_tools,
5,261,Will-O-Wisp,move_learner_tools,
5,257,Heat Wave,move_learner_tools,
5,251,Beat Up,move_learner_tools,
5,249,Rock Smash,move_learner_tools,
5,69,Seismic Toss,move_learner_tools,
5,68,Counter,move_learner_tools,
5,424,Fire Fang,move_learner_tools,
5,421,Shadow Claw,move_learner_tools,
5,241,Sunny Day,move_learner_tools,
5,237,Hidden Power,move_learner_tools,
5,411,Focus Blast,move_learner_tools,
5,231,Iron Tail,move_learner_tools,
5,406,Dragon Pulse,move_learner_tools,
5,225,DragonBreath,move_learner_tools,
5,242,Crunch,move_learner_tools,
5,218,Frustration,move_learner_tools,
5,38,Double-Edge,move_learner_tools,
5,216,Return,move_learner_tools,
5,394,Flare Blitz,move_learner_tools,
5,214,Sleep Talk,move_learner_tools,
5,213,Attract,move_learner_tools,
5,210,Fury Cutter,move_learner_tools,
5,29,Headbutt,move_learner_tools,
5,207,Swagger,move_learner_tools,
5,206,False Swipe,move_learner_tools,
5,25,Mega Kick,move_learner_tools,
5,203,Endure,move_learner_tools,
5,200,Outrage,move_learner_tools,
5,374,Fling,move_learner_tools,
5,15,Cut,move_learner_tools,
5,14,Swords Dance,move_learner_tools,
5,189,Mud-Slap,move_learner_tools,
5,9,ThunderPunch,move_learner_tools,
5,7,Fire Punch,move_learner_tools,
5,363,Natural Gift,move_learner_tools,
5,182,Protect,move_learner_tools,
5,44,Bite,egg_moves,
5,17,Wing Attack,egg_moves,
5,407,Dragon Rush,egg_moves,
5,187,Belly Drum,egg_moves,
6,10,Scratch,level,1
6,43,Leer,level,1
6,45,Growl,level,1
6,52,Ember,level,1
6,108,SmokeScreen,level,1
6,232,Metal Claw,level,1
6,257,Heat Wave,level,1
6,337,Dragon Claw,level,1
6,394,Flare Blitz,level,1
6,403,Air Slash,level,1
6,421,Shadow Claw,level,1
6,17,Wing Attack,level,1
6,68,Counter,level,1
6,242,Crunch,level,1
6,52,Ember,level,7
6,108,SmokeScreen,level,9
6,225,DragonBreath,level,12
6,232,Metal Claw,level,13
6,43,Leer,level,15
6,424,Fire Fang,level,19
6,99,Rage,level,20
6,154,Fury Swipes,level,20
6,163,Slash,level,24
6,82,Dragon Rage,level,26
6,53,Flamethrower,level,30
6,481,Flame Burst,level,32
6,83,Fire Spin,level,33
6,17,Wing Attack,level,36
6,184,Scary Face,level,39
6,517,Inferno,level,54
6,394,Flare Blitz,level,62
6,257,Heat Wave,level,71
6,111,Defense Curl,move_tutor,
6,246,AncientPower,move_tutor,
6,335,Block,move_tutor,
6,519,Fire Pledge,move_tutor,
6,173,Snore,move_tutor,
6,239,Twister,move_tutor,
6,307,Blast Burn,move_tutor,
6,466,Ominous Wind,move_tutor,
6,336,Howl,special_moves,
6,98,Quick Attack,special_moves,
6,249,Rock Smash,move_learner_tools,
6,270,Helping Hand,move_learner_tools,
6,542,Hurricane,move_learner_tools,
6,264,Focus Punch,move_learner_tools,
6,263,Facade,move_learner_tools,
6,261,Will-O-Wisp,move_learner_tools,
6,535,Heat Crash,move_learner_tools,
6,257,Heat Wave,move_learner_tools,
6,251,Beat Up,move_learner_tools,
6,526,Work Up,move_learner_tools,
6,525,Dragon Tail,move_learner_tools,
6,523,Bulldoze,move_learner_tools,
6,242,Crunch,move_learner_tools,
6,241,Sunny Day,move_learner_tools,
6,237,Hidden Power,move_learner_tools,
6,512,Acrobatics,move_learner_tools,
6,510,Incinerate,move_learner_tools,
6,232,Metal Claw,move_learner_tools,
6,231,Iron Tail,move_learner_tools,
6,507,Sky Drop,move_learner_tools,
6,225,DragonBreath,move_learner_tools,
6,223,DynamicPunch,move_learner_tools,
6,497,Echoed Voice,move_learner_tools,
6,496,Round,move_learner_tools,
6,218,Frustration,move_learner_tools,
6,216,Return,move_learner_tools,
6,214,Sleep Talk,move_learner_tools,
6,213,Attract,move_learner_tools,
6,488,Flame Charge,move_learner_tools,
6,210,Fury Cutter,move_learner_tools,
6,207,Swagger,move_learner_tools,
6,206,False Swipe,move_learner_tools,
6,203,Endure,move_learner_tools,
6,201,Sandstorm,move_learner_tools,
6,200,Outrage,move_learner_tools,
6,38,Double-Edge,move_learner_tools,
6,468,Hone Claws,move_learner_tools,
6,189,Mud-Slap,move_learner_tools,
6,89,Earthquake,move_learner_tools,
6,184,Scary Face,move_learner_tools,
6,182,Protect,move_learner_tools,
6,174,Curse,move_learner_tools,
6,34,Body Slam,move_learner_tools,
6,445,Captivate,move_learner_tools,
6,164,Substitute,move_learner_tools,
6,117,Bide,move_learner_tools,
6,157,Rock Slide,move_learner_tools,
6,156,Rest,move_learner_tools,
6,432,Defog,move_learner_tools,
6,126,Fire Blast,move_learner_tools,
6,424,Fire Fang,move_learner_tools,
6,129,Swift,move_learner_tools,
6,421,Shadow Claw,move_learner_tools,
6,416,Giga Impact,move_learner_tools,
6,411,Focus Blast,move_learner_tools,
6,130,Skull Bash,move_learner_tools,
6,406,Dragon Pulse,move_learner_tools,
6,403,Air Slash,move_learner_tools,
6,394,Flare Blitz,move_learner_tools,
6,115,Reflect,move_learner_tools,
6,104,Double Team,move_learner_tools,
6,102,Mimic,move_learner_tools,
6,99,Rage,move_learner_tools,
6,374,Fling,move_learner_tools,
6,92,Toxic,move_learner_tools,
6,91,Dig,move_learner_tools,
6,90,Fissure,move_learner_tools,
6,366,Tailwind,move_learner_tools,
6,363,Natural Gift,move_learner_tools,
6,83,Fire Spin,move_learner_tools,
6,82,Dragon Rage,move_learner_tools,
6,355,Roost,move_learner_tools,
6,76,SolarBeam,move_learner_tools,
6,349,Dragon Dance,move_learner_tools,
6,70,Strength,move_learner_tools,
6,69,Seismic Toss,move_learner_tools,
6,68,Counter,move_learner_tools,
6,66,Submission,move_learner_tools,
6,211,Steel Wing,move_learner_tools,
6,63,Hyper Beam,move_learner_tools,
6,337,Dragon Claw,move_learner_tools,
6,332,Aerial Ace,move_learner_tools,
6,53,Flamethrower,move_learner_tools,
6,46,Roar,move_learner_tools,
6,317,Rock Tomb,move_learner_tools,
6,315,Overheat,move_learner_tools,
6,314,Air Cutter,move_learner_tools,
6,36,Take Down,move_learner_tools,
6,311,Weather Ball,move_learner_tools,
6,29,Headbutt,move_learner_tools,
6,25,Mega Kick,move_learner_tools,
6,299,Blaze Kick,move_learner_tools,
6,19,Fly,move_learner_tools,
6,15,Cut,move_learner_tools,
6,14,Swords Dance,move_learner_tools,
6,290,Secret Power,move_learner_tools,
6,9,ThunderPunch,move_learner_tools,
6,7,Fire Punch,move_learner_tools,
6,5,Mega Punch,move_learner_tools,
6,280,Brick Break,move_learner_tools,
6,17,Wing Attack,on_evolution,
6,403,Air Slash,on_evolution,
6,44,Bite,egg_moves,
6,407,Dragon Rush,egg_moves,
6,187,Belly Drum,egg_moves,
7,33,Tackle,level,1
7,39,Tail Whip,level,1
7,55,Water Gun,level,3
7,39,Tail Whip,level,4
7,110,Withdraw,level,6
7,229,Rapid Spin,level,9
7,145,Bubble,level,9
7,44,Bite,level,12
7,352,Water Pulse,level,15
7,182,Protect,level,18
7,240,Rain Dance,level,21
7,401,Aqua Tail,level,24
7,61,BubbleBeam,level,27
7,504,Shell Smash,level,27
7,334,Iron Defense,level,30
7,56,Hydro Pump,level,33
7,29,Headbutt,level,36
7,130,Skull Bash,level,36
7,300,Mud Sport,egg_moves,
7,453,Aqua Jet,egg_moves,
7,323,Water Spout,egg_moves,
7,175,Flail,egg_moves,
7,243,Mirror Coat,egg_moves,
7,287,Refresh,egg_moves,
7,193,Foresight,egg_moves,
7,54,Mist,egg_moves,
7,281,Yawn,egg_moves,
7,93,Confusion,egg_moves,
7,392,Aqua Ring,egg_moves,
7,252,Fake Out,move_tutor,
7,111,Defense Curl,move_tutor,
7,335,Block,move_tutor,
7,518,Water Pledge,move_tutor,
7,401,Aqua Tail,move_tutor,
7,308,Hydro Cannon,move_tutor,
7,173,Snore,move_tutor,
7,266,Follow Me,special_moves,
7,127,Waterfall,move_learner_tools,
7,200,Outrage,move_learner_tools,
7,363,Natural Gift,move_learner_tools,
7,157,Rock Slide,move_learner_tools,
7,156,Rest,move_learner_tools,
7,317,Rock Tomb,move_learner_tools,
7,8,Ice Punch,move_learner_tools,
7,311,Weather Ball,move_learner_tools,
7,59,Blizzard,move_learner_tools,
7,29,Headbutt,move_learner_tools,
7,189,Mud-Slap,move_learner_tools,
7,130,Skull Bash,move_learner_tools,
7,291,Dive,move_learner_tools,
7,290,Secret Power,move_learner_tools,
7,36,Take Down,move_learner_tools,
7,445,Captivate,move_learner_tools,
7,280,Brick Break,move_learner_tools,
7,115,Reflect,move_learner_tools,
7,114,Haze,move_learner_tools,
7,270,Helping Hand,move_learner_tools,
7,55,Water Gun,move_learner_tools,
7,104,Double Team,move_learner_tools,
7,428,Zen Headbutt,move_learner_tools,
7,264,Focus Punch,move_learner_tools,
7,263,Facade,move_learner_tools,
7,99,Rage,move_learner_tools,
7,258,Snowscape,move_learner_tools,
7,68,Counter,move_learner_tools,
7,92,Toxic,move_learner_tools,
7,91,Dig,move_learner_tools,
7,117,Bide,move_learner_tools,
7,250,Whirlpool,move_learner_tools,
7,249,Rock Smash,move_learner_tools,
7,406,Dragon Pulse,move_learner_tools,
7,240,Rain Dance,move_learner_tools,
7,237,Hidden Power,move_learner_tools,
7,396,Aura Sphere,move_learner_tools,
7,69,Seismic Toss,move_learner_tools,
7,231,Iron Tail,move_learner_tools,
7,66,Submission,move_learner_tools,
7,61,BubbleBeam,move_learner_tools,
7,223,DynamicPunch,move_learner_tools,
7,102,Mimic,move_learner_tools,
7,58,Ice Beam,move_learner_tools,
7,57,Surf,move_learner_tools,
7,56,Hydro Pump,move_learner_tools,
7,218,Frustration,move_learner_tools,
7,216,Return,move_learner_tools,
7,214,Sleep Talk,move_learner_tools,
7,213,Attract,move_learner_tools,
7,374,Fling,move_learner_tools,
7,207,Swagger,move_learner_tools,
7,206,False Swipe,move_learner_tools,
7,205,Rollout,move_learner_tools,
7,203,Endure,move_learner_tools,
7,38,Double-Edge,move_learner_tools,
7,526,Work Up,move_learner_tools,
7,362,Brine,move_learner_tools,
7,360,Gyro Ball,move_learner_tools,
7,196,Icy Wind,move_learner_tools,
7,192,Zap Cannon,move_learner_tools,
7,352,Water Pulse,move_learner_tools,
7,25,Mega Kick,move_learner_tools,
7,34,Body Slam,move_learner_tools,
7,70,Strength,move_learner_tools,
7,182,Protect,move_learner_tools,
7,341,Mud Shot,move_learner_tools,
7,503,Scald,move_learner_tools,
7,174,Curse,move_learner_tools,
7,334,Iron Defense,move_learner_tools,
