pokemon_id,type,region_id,region_name,base_location,morning,day,night,season,min_level,max_level,rarity
12,Headbutt,4,Johto,Safari Zone,False,False,False,,28,31,Uncommon
12,Headbutt,4,Johto,Safari Zone,False,False,False,,28,31,Uncommon
13,Grass,0,Kanto,Pattern Bush,False,False,False,,50,52,Uncommon
13,Grass,0,Kanto,Route 2,False,False,False,,3,5,Rare
13,Grass,0,Kanto,Route 24,False,False,False,,11,12,Uncommon
13,Grass,0,Kanto,Route 25,False,False,False,,11,12,Uncommon
13,Grass,0,Kanto,Viridian Forest,False,False,False,,5,7,Common
13,Cave,4,Johto,Ilex Forest,True,True,False,,12,13,Common
13,Grass,4,Johto,National Park,True,True,False,Season0,16,18,Uncommon
13,Grass,4,Johto,National Park,True,True,False,Season1,16,18,Uncommon
13,Grass,4,Johto,National Park,True,True,False,Season2,16,18,Uncommon
13,Grass,4,Johto,National Park,True,True,False,Season3,16,18,Uncommon
13,Grass,4,Johto,Route 30,True,True,False,,3,4,Common
13,Grass,4,Johto,Route 31,True,True,False,Season0,4,7,Common
13,Grass,4,Johto,Route 31,True,True,False,Season1,4,7,Common
13,Grass,4,Johto,Route 31,True,True,False,Season2,4,7,Common
13,Grass,4,Johto,Route 31,True,True,False,Season3,4,7,Common
14,Grass,0,Kanto,Pattern Bush,False,False,False,,48,50,Horde
14,Grass,0,Kanto,Pattern Bush,False,False,False,,50,52,Uncommon
14,Grass,0,Kanto,Route 24,False,False,False,,12,12,Rare
14,Grass,0,Kanto,Route 25,False,False,False,,12,12,Rare
14,Grass,0,Kanto,Route 25,False,False,False,,12,12,Rare
14,Grass,0,Kanto,Route 25,False,False,False,,12,12,Rare
14,Grass,0,Kanto,Route 25,False,False,False,,12,12,Rare
14,Grass,0,Kanto,Viridian Forest,False,False,False,,7,7,Uncommon
14,Grass,0,Kanto,Viridian Forest,False,False,False,,7,7,Uncommon
14,Grass,0,Kanto,Viridian Forest,False,False,False,,7,7,Uncommon
14,Grass,0,Kanto,Viridian Forest,False,False,False,,7,7,Uncommon
14,Grass,2,Unova,Route 12,False,False,False,,48,49,Uncommon
14,Cave,4,Johto,Ilex Forest,True,True,False,,12,14,Uncommon
14,Grass,4,Johto,National Park,True,True,False,,16,18,Uncommon
14,Grass,4,Johto,Route 30,True,True,False,Season0,7,7,Uncommon
14,Grass,4,Johto,Route 30,True,True,False,Season1,7,7,Uncommon
14,Grass,4,Johto,Route 30,True,True,False,Season2,7,7,Uncommon
14,Grass,4,Johto,Route 30,True,True,False,Season3,7,7,Uncommon
14,Grass,4,Johto,Route 31,True,True,False,,7,7,Uncommon
15,Grass,0,Kanto,Pattern Bush,False,False,False,,50,52,Rare
15,Grass,2,Unova,Pinwheel Forest,False,False,False,,17,19,Special
15,Dark Grass,2,Unova,Route 12,False,False,False,,53,54,Uncommon
15,Grass,2,Unova,Route 12,False,False,False,,60,65,Special
15,Headbutt,4,Johto,Lake of Rage,False,False,False,,26,28,Uncommon
15,Headbutt,4,Johto,Mahogany Town,False,False,False,,24,26,Uncommon
15,Headbutt,4,Johto,Route 43,False,False,False,,26,28,Uncommon
15,Headbutt,4,Johto,Route 44,False,False,False,,30,32,Common
15,Headbutt,4,Johto,Safari Zone,False,False,False,,28,31,Uncommon
15,Headbutt,4,Johto,Safari Zone,False,False,False,,28,31,Uncommon
15,Headbutt,4,Johto,Safari Zone,False,False,False,,28,31,Uncommon
15,Headbutt,4,Johto,Safari Zone,False,False,False,,28,31,Uncommon
16,Grass,0,Kanto,Berry Forest,False,False,False,,41,43,Uncommon
16,Grass,0,Kanto,Bond Bridge,False,False,False,,40,42,Uncommon
16,Grass,0,Kanto,Five Isle Meadow,False,False,False,,48,50,Common
16,Grass,0,Kanto,Five Isle Meadow,False,False,False,,48,50,Common
16,Grass,0,Kanto,Five Isle Meadow,False,False,False,,48,50,Common
16,Grass,0,Kanto,Five Isle Meadow,False,False,False,,48,50,Uncommon
16,Grass,0,Kanto,Route 1,False,False,False,,2,5,Very Common
16,Grass,0,Kanto,Route 1,False,False,False,,2,5,Very Common
16,Grass,0,Kanto,Route 1,False,False,False,,2,5,Very Common
16,Grass,0,Kanto,Route 1,False,False,False,,2,5,Very Common
16,Grass,0,Kanto,Route 2,False,False,False,,4,6,Common
16,Grass,0,Kanto,Route 2,False,False,False,,4,6,Common
16,Grass,0,Kanto,Route 2,False,False,False,,4,6,Common
16,Grass,0,Kanto,Route 2,False,False,False,,4,6,Common
16,Grass,0,Kanto,Route 3,False,False,False,,6,7,Uncommon
16,Grass,0,Kanto,Route 3,False,False,False,,6,7,Uncommon
16,Grass,0,Kanto,Route 3,False,False,False,,6,7,Uncommon
16,Grass,0,Kanto,Route 3,False,False,False,,6,7,Uncommon
16,Grass,0,Kanto,Route 5,False,False,False,,12,15,Uncommon
16,Grass,0,Kanto,Route 5,True,True,False,,10,11,Horde
16,Grass,0,Kanto,Route 6,False,False,False,,12,15,Uncommon
16,Grass,0,Kanto,Route 6,False,False,False,,12,15,Uncommon
16,Grass,0,Kanto,Route 6,False,False,False,,12,15,Uncommon
16,Grass,0,Kanto,Route 6,False,False,False,,12,15,Uncommon
16,Grass,0,Kanto,Route 7,False,False,False,,17,18,Uncommon
16,Grass,0,Kanto,Route 8,False,False,False,,17,18,Uncommon
16,Grass,0,Kanto,Route 8,False,True,False,,15,17,Horde
16,Grass,0,Kanto,Route 11,False,False,False,,13,17,Uncommon
16,Grass,0,Kanto,Route 12,False,False,False,,23,27,Uncommon
16,Grass,0,Kanto,Route 12,True,True,False,,20,22,Horde
16,Grass,0,Kanto,Route 13,False,False,False,,25,27,Uncommon
16,Grass,0,Kanto,Route 14,True,True,False,Season0,27,27,Uncommon
16,Grass,0,Kanto,Route 14,True,True,False,Season1,27,27,Uncommon
16,Grass,0,Kanto,Route 14,True,True,False,Season2,27,27,Uncommon
16,Grass,0,Kanto,Route 14,True,True,False,Season3,27,27,Rare
16,Grass,0,Kanto,Route 15,False,False,False,,27,27,Rare
16,Grass,0,Kanto,Route 21,False,False,False,,27,29,Uncommon
16,Grass,0,Kanto,Route 24,False,False,False,,12,14,Uncommon
16,Grass,0,Kanto,Route 24,False,False,False,,12,14,Uncommon
16,Grass,0,Kanto,Route 24,False,False,False,,12,14,Uncommon
16,Grass,0,Kanto,Route 24,False,False,False,,12,14,Uncommon
16,Grass,0,Kanto,Route 24,True,True,False,,8,9,Horde
16,Grass,0,Kanto,Route 25,False,False,False,,12,14,Uncommon
16,Grass,0,Kanto,Route 25,False,False,False,,12,14,Uncommon
16,Grass,0,Kanto,Route 25,False,False,False,,12,14,Uncommon
16,Grass,0,Kanto,Route 25,False,False,False,,12,14,Uncommon
16,Grass,0,Kanto,Viridian Forest,False,False,False,,5,7,Uncommon
16,Grass,0,Kanto,Viridian Forest,False,False,False,,5,7,Uncommon
16,Grass,0,Kanto,Viridian Forest,False,False,False,,5,7,Uncommon
16,Grass,0,Kanto,Viridian Forest,False,False,False,,5,7,Uncommon
16,Grass,3,Sinnoh,Route 229,False,False,False,,47,50,Uncommon
16,Grass,3,Sinnoh,Route 229,False,False,False,,47,50,Uncommon
16,Grass,3,Sinnoh,Route 229,False,False,False,,47,50,Uncommon
16,Grass,3,Sinnoh,Route 229,False,False,False,,47,50,Rare
16,Headbutt,4,Johto,Azalea Town,False,False,False,,11,12,Very Common
16,Headbutt,4,Johto,Azalea Town,False,False,False,,11,12,Very Common
16,Headbutt,4,Johto,Azalea Town,False,False,False,,11,12,Very Common
16,Headbutt,4,Johto,Azalea Town,False,False,False,,11,12,Very Common
16,Headbutt,4,Johto,Cherrygrove City,False,False,False,,4,5,Very Common
16,Headbutt,4,Johto,Cherrygrove City,False,False,False,,4,5,Very Common
16,Headbutt,4,Johto,Cherrygrove City,False,False,False,,4,5,Very Common
16,Headbutt,4,Johto,Cherrygrove City,False,False,False,,4,5,Very Common
16,Cave,4,Johto,Ilex Forest,True,True,False,,8,10,Horde
16,Cave,4,Johto,Ilex Forest,True,True,False,Season0,12,13,Uncommon
16,Cave,4,Johto,Ilex Forest,True,True,False,Season1,12,13,Uncommon
16,Cave,4,Johto,Ilex Forest,True,True,False,Season2,12,13,Uncommon
16,Cave,4,Johto,Ilex Forest,True,True,False,Season3,12,13,Uncommon
16,Headbutt,4,Johto,Ilex Forest,False,False,False,,12,14,Very Common
16,Headbutt,4,Johto,Ilex Forest,False,False,False,,12,14,Very Common
16,Headbutt,4,Johto,Ilex Forest,False,False,False,,12,14,Very Common
16,Headbutt,4,Johto,Ilex Forest,False,False,False,,12,14,Common
16,Grass,4,Johto,National Park,True,True,False,Season0,16,18,Uncommon
16,Grass,4,Johto,National Park,True,True,False,Season1,16,18,Uncommon
16,Grass,4,Johto,National Park,True,True,False,Season2,16,18,Uncommon
16,Grass,4,Johto,National Park,True,True,False,Season3,16,18,Rare
16,Headbutt,4,Johto,New Bark Town,False,False,False,,2,4,Very Common
16,Headbutt,4,Johto,New Bark Town,False,False,False,,2,4,Very Common
16,Headbutt,4,Johto,New Bark Town,False,False,False,,2,4,Very Common
16,Headbutt,4,Johto,New Bark Town,False,False,False,,2,4,Very Common
16,Grass,4,Johto,Route 29,True,True,False,Season0,2,4,Very Common
16,Grass,4,Johto,Route 29,True,True,False,Season1,2,4,Very Common
16,Grass,4,Johto,Route 29,True,True,False,Season2,2,4,Very Common
16,Headbutt,4,Johto,Route 29,False,False,False,,2,4,Common
16,Headbutt,4,Johto,Route 29,False,False,False,,2,4,Common
16,Headbutt,4,Johto,Route 29,False,False,False,,2,4,Common
16,Headbutt,4,Johto,Route 29,False,False,False,,2,4,Common
16,Grass,4,Johto,Route 30,True,True,False,Season0,3,4,Very Common
16,Grass,4,Johto,Route 30,True,True,False,Season1,3,4,Very Common
16,Grass,4,Johto,Route 30,True,True,False,Season2,3,4,Very Common
16,Grass,4,Johto,Route 30,True,True,False,Season3,3,4,Uncommon
16,Headbutt,4,Johto,Route 30,False,False,False,,4,5,Very Common
16,Grass,4,Johto,Route 31,True,True,False,Season0,4,7,Uncommon
16,Grass,4,Johto,Route 31,True,True,False,Season1,4,7,Uncommon
16,Grass,4,Johto,Route 31,True,True,False,Season2,4,7,Uncommon
16,Grass,4,Johto,Route 31,True,True,False,Season3,4,7,Rare
16,Headbutt,4,Johto,Route 31,False,False,False,,4,7,Very Common
16,Grass,4,Johto,Route 32,True,True,False,,8,9,Rare
16,Headbutt,4,Johto,Route 33,False,False,False,,11,12,Very Common
16,Headbutt,4,Johto,Route 33,False,False,False,,11,12,Very Common
16,Headbutt,4,Johto,Route 33,False,False,False,,11,12,Very Common
16,Headbutt,4,Johto,Route 33,False,False,False,,11,12,Very Common
16,Grass,4,Johto,Route 34,True,True,False,Season0,13,14,Uncommon
16,Grass,4,Johto,Route 34,True,True,False,Season1,13,14,Uncommon
16,Grass,4,Johto,Route 34,True,True,False,Season2,13,14,Uncommon
16,Grass,4,Johto,Route 34,True,True,False,Season3,13,14,Uncommon
16,Headbutt,4,Johto,Route 34,False,False,False,,13,14,Very Common
16,Headbutt,4,Johto,Route 34,False,False,False,,13,14,Very Common
16,Headbutt,4,Johto,Route 34,False,False,False,,13,14,Very Common
16,Headbutt,4,Johto,Route 34,False,False,False,,13,14,Common
16,Grass,4,Johto,Route 35,True,True,False,,15,17,Rare
16,Grass,4,Johto,Route 36,True,True,False,Season0,16,18,Common
16,Grass,4,Johto,Route 36,True,True,False,Season1,16,18,Common
16,Grass,4,Johto,Route 36,True,True,False,Season2,16,18,Common
16,Grass,4,Johto,Route 36,True,True,False,Season3,16,18,Uncommon
16,Grass,4,Johto,Route 37,True,True,False,Season0,17,19,Very Common
16,Grass,4,Johto,Route 37,True,True,False,Season1,17,19,Very Common
16,Grass,4,Johto,Route 37,True,True,False,Season2,17,19,Very Common
16,Grass,4,Johto,Route 37,True,True,False,Season3,17,19,Uncommon
16,Headbutt,4,Johto,Route 46,False,False,False,,4,5,Common
16,Headbutt,4,Johto,Route 46,False,False,False,,4,5,Common
16,Headbutt,4,Johto,Route 46,False,False,False,,4,5,Common
16,Headbutt,4,Johto,Route 46,False,False,False,,4,5,Common
16,Cave,4,Johto,Safari Zone,True,True,False,Season0,28,31,Rare
16,Cave,4,Johto,Safari Zone,True,True,False,Season1,28,31,Rare
16,Cave,4,Johto,Safari Zone,True,True,False,Season2,28,31,Rare
16,Cave,4,Johto,Safari Zone,True,True,False,Season3,28,31,Very Rare
17,Grass,0,Kanto,Berry Forest,False,False,False,,43,45,Uncommon
17,Grass,0,Kanto,Berry Forest,False,False,False,,43,45,Uncommon
17,Grass,0,Kanto,Berry Forest,False,False,False,,43,45,Uncommon
17,Grass,0,Kanto,Berry Forest,False,False,False,,43,45,Uncommon
17,Grass,0,Kanto,Bond Bridge,False,False,False,,42,44,Uncommon
17,Grass,0,Kanto,Bond Bridge,False,False,False,,42,44,Uncommon
17,Grass,0,Kanto,Bond Bridge,False,False,False,,42,44,Uncommon
17,Grass,0,Kanto,Bond Bridge,True,True,False,Season3,42,44,Uncommon
17,Grass,0,Kanto,Five Isle Meadow,False,False,False,,46,48,Horde
17,Grass,0,Kanto,Five Isle Meadow,False,False,False,,48,50,Uncommon
17,Grass,0,Kanto,Five Isle Meadow,False,False,False,,48,50,Uncommon
17,Grass,0,Kanto,Five Isle Meadow,False,False,False,,48,50,Uncommon
17,Grass,0,Kanto,Five Isle Meadow,False,False,False,,48,50,Uncommon
17,Grass,0,Kanto,Route 7,True,True,False,Season0,18,20,Rare
17,Grass,0,Kanto,Route 7,True,True,False,Season1,18,20,Rare
17,Grass,0,Kanto,Route 7,True,True,False,Season2,18,20,Rare
17,Grass,0,Kanto,Route 8,True,True,False,Season0,18,20,Rare
17,Grass,0,Kanto,Route 8,True,True,False,Season1,18,20,Rare
17,Grass,0,Kanto,Route 8,True,True,False,Season2,18,20,Rare
17,Grass,0,Kanto,Route 11,True,True,False,Season0,18,18,Rare
17,Grass,0,Kanto,Route 11,True,True,False,Season1,18,18,Rare
17,Grass,0,Kanto,Route 11,True,True,False,Season2,18,18,Rare
17,Grass,0,Kanto,Route 12,False,False,False,,26,28,Uncommon
17,Grass,0,Kanto,Route 12,False,False,False,,26,28,Uncommon
17,Grass,0,Kanto,Route 12,False,False,False,,26,28,Uncommon
17,Grass,0,Kanto,Route 12,True,True,False,Season3,26,28,Rare
17,Grass,0,Kanto,Route 13,False,False,False,,29,29,Uncommon
17,Grass,0,Kanto,Route 13,False,False,False,,29,29,Uncommon
17,Grass,0,Kanto,Route 13,False,False,False,,29,29,Uncommon
17,Grass,0,Kanto,Route 13,True,True,False,Season3,29,29,Rare
17,Grass,0,Kanto,Route 14,False,False,False,,29,29,Uncommon
17,Grass,0,Kanto,Route 14,False,False,False,,29,29,Uncommon
17,Grass,0,Kanto,Route 14,False,False,False,,29,29,Uncommon
17,Grass,0,Kanto,Route 14,False,False,False,,29,29,Uncommon
17,Grass,0,Kanto,Route 15,False,False,False,,29,29,Uncommon
17,Grass,0,Kanto,Route 15,False,False,False,,29,29,Uncommon
17,Grass,0,Kanto,Route 15,False,False,False,,29,29,Uncommon
17,Grass,0,Kanto,Route 15,False,False,False,,29,29,Rare
17,Grass,0,Kanto,Route 21,False,False,False,,30,32,Uncommon
17,Grass,0,Kanto,Route 21,False,False,False,,30,32,Uncommon
17,Grass,0,Kanto,Route 21,False,False,False,,30,32,Uncommon
17,Grass,0,Kanto,Route 21,False,False,False,,30,32,Rare
17,Grass,4,Johto,Route 37,False,True,False,Season0,18,19,Uncommon
17,Grass,4,Johto,Route 37,False,True,False,Season1,18,19,Uncommon
17,Grass,4,Johto,Route 37,False,True,False,Season2,18,19,Uncommon
17,Grass,4,Johto,Route 37,False,True,False,Season3,18,19,Rare
17,Grass,4,Johto,Route 38,True,True,False,Season0,19,20,Uncommon
17,Grass,4,Johto,Route 38,True,True,False,Season1,19,20,Uncommon
17,Grass,4,Johto,Route 38,True,True,False,Season2,19,20,Uncommon
17,Grass,4,Johto,Route 38,True,True,False,Season3,19,20,Rare
17,Headbutt,4,Johto,Route 38,False,False,False,,19,20,Very Common
17,Headbutt,4,Johto,Route 38,False,False,False,,19,20,Very Common
17,Headbutt,4,Johto,Route 38,False,False,False,,19,20,Very Common
17,Headbutt,4,Johto,Route 38,False,False,False,,19,20,Very Common
17,Grass,4,Johto,Route 39,True,True,False,,18,18,Horde
17,Grass,4,Johto,Route 39,True,True,False,Season0,19,21,Uncommon
17,Grass,4,Johto,Route 39,True,True,False,Season1,19,21,Uncommon
17,Grass,4,Johto,Route 39,True,True,False,Season2,19,21,Uncommon
17,Grass,4,Johto,Route 39,True,True,False,Season3,19,21,Rare
17,Headbutt,4,Johto,Route 39,False,False,False,,19,21,Very Common
17,Headbutt,4,Johto,Route 39,False,False,False,,19,21,Very Common
17,Headbutt,4,Johto,Route 39,False,False,False,,19,21,Very Common
17,Headbutt,4,Johto,Route 39,False,False,False,,19,21,Very Common
17,Grass,4,Johto,Route 43,True,True,False,Season0,26,28,Common
17,Grass,4,Johto,Route 43,True,True,False,Season1,26,28,Common
17,Grass,4,Johto,Route 43,True,True,False,Season2,26,28,Common
17,Grass,4,Johto,Route 43,True,True,False,Season3,26,28,Uncommon
17,Headbutt,4,Johto,Route 47,False,False,False,,27,30,Very Common
17,Headbutt,4,Johto,Route 47,False,False,False,,27,30,Very Common
17,Headbutt,4,Johto,Route 47,False,False,False,,27,30,Very Common
17,Headbutt,4,Johto,Route 47,False,False,False,,27,30,Common
17,Headbutt,4,Johto,Route 48,False,False,False,,27,30,Very Common
17,Headbutt,4,Johto,Route 48,False,False,False,,27,30,Very Common
17,Headbutt,4,Johto,Route 48,False,False,False,,27,30,Very Common
17,Headbutt,4,Johto,Route 48,False,False,False,,27,30,Common
17,Headbutt,4,Johto,Safari Zone,False,False,False,,28,31,Very Common
17,Headbutt,4,Johto,Safari Zone,False,False,False,,28,31,Very Common
17,Headbutt,4,Johto,Safari Zone,False,False,False,,28,31,Very Common
17,Headbutt,4,Johto,Safari Zone,False,False,False,,28,31,Very Common
17,Headbutt,4,Johto,Safari Zone Gate,False,False,False,,27,30,Common
17,Headbutt,4,Johto,Safari Zone Gate,False,False,False,,27,30,Common
17,Headbutt,4,Johto,Safari Zone Gate,False,False,False,,27,30,Common
17,Headbutt,4,Johto,Safari Zone Gate,False,False,False,,27,30,Common
18,Grass,0,Kanto,Bond Bridge,False,False,False,,47,47,Lure
19,Inside,0,Kanto,Pokémon Mansion,False,False,False,,28,30,Uncommon
19,Inside,0,Kanto,Pokémon Mansion,False,False,False,,28,29,Horde
19,Grass,0,Kanto,Route 1,False,False,False,,2,4,Very Common
19,Grass,0,Kanto,Route 1,False,False,False,,2,4,Very Common
19,Grass,0,Kanto,Route 1,False,False,False,,2,4,Very Common
19,Grass,0,Kanto,Route 1,False,False,False,,2,4,Very Common
19,Grass,0,Kanto,Route 2,False,False,False,,3,5,Common
19,Grass,0,Kanto,Route 3,False,False,False,,5,8,Common
19,Grass,0,Kanto,Route 4,False,False,False,,7,8,Horde
19,Grass,0,Kanto,Route 4,False,False,False,,8,12,Common
19,Grass,0,Kanto,Route 5,False,False,False,,12,15,Uncommon
19,Grass,0,Kanto,Route 6,False,False,False,,12,15,Rare
19,Grass,0,Kanto,Route 7,False,False,False,,15,17,Horde
19,Grass,0,Kanto,Route 7,False,False,False,,17,18,Uncommon
19,Grass,0,Kanto,Route 8,False,False,False,,17,18,Uncommon
19,Grass,0,Kanto,Route 9,False,False,False,,12,13,Horde
19,Grass,0,Kanto,Route 9,False,False,False,,14,17,Uncommon
19,Grass,0,Kanto,Route 10,False,False,False,,14,17,Uncommon
19,Grass,0,Kanto,Route 10,False,False,False,,14,17,Uncommon
19,Grass,0,Kanto,Route 10,False,False,False,,14,17,Uncommon
19,Grass,0,Kanto,Route 10,False,False,False,,14,17,Rare
19,Grass,0,Kanto,Route 11,False,False,False,,12,16,Uncommon
19,Grass,0,Kanto,Route 16,False,False,False,,20,22,Uncommon
19,Grass,0,Kanto,Route 17,False,False,False,,22,25,Rare
19,Grass,0,Kanto,Route 18,False,False,False,,24,26,Uncommon
19,Grass,0,Kanto,Route 21,False,False,False,,27,29,Uncommon
19,Grass,0,Kanto,Route 22,False,False,False,,3,5,Very Common
19,Grass,2,Unova,Route 2,False,False,False,,10,10,Lure
19,Grass,3,Sinnoh,Route 225,False,False,False,,47,47,Rare
19,Grass,3,Sinnoh,Route 226,False,False,False,,47,47,Rare
19,Cave,4,Johto,Burned Tower,False,False,False,,14,16,Horde
19,Cave,4,Johto,Burned Tower,False,False,False,,18,20,Very Common
19,Cave,4,Johto,Mt. Mortar,False,False,False,,17,18,Horde
19,Cave,4,Johto,Mt. Mortar,False,False,False,,19,22,Uncommon
19,Grass,4,Johto,Route 29,False,False,False,,2,4,Common
19,Grass,4,Johto,Route 30,False,False,True,,3,4,Very Common
19,Grass,4,Johto,Route 31,False,False,True,,4,7,Common
19,Grass,4,Johto,Route 32,False,False,False,,8,9,Common
19,Grass,4,Johto,Route 33,False,False,False,,11,12,Very Common
19,Grass,4,Johto,Route 33,False,False,True,,7,9,Horde
19,Grass,4,Johto,Route 34,False,False,False,,13,14,Common
19,Grass,4,Johto,Route 38,False,False,False,,18,20,Uncommon
19,Grass,4,Johto,Route 39,False,False,False,,19,20,Uncommon
19,Grass,4,Johto,Route 42,False,False,False,,22,24,Uncommon
19,Grass,4,Johto,Route 46,False,False,False,,2,5,Very Common
19,Cave,4,Johto,Safari Zone,False,False,False,,28,31,Uncommon
19,Cave,4,Johto,Sprout Tower,False,False,False,,5,7,Very Common
19,Cave,4,Johto,Tohjo Falls,False,False,False,,22,39,Rare
19,Cave,4,Johto,Union Cave,False,False,False,,9,25,Common
20,Inside,0,Kanto,Pokémon Mansion,False,False,False,,28,30,Horde
20,Inside,0,Kanto,Pokémon Mansion,False,False,False,,32,38,Rare
20,Grass,0,Kanto,Route 7,False,False,True,,20,22,Rare
20,Grass,0,Kanto,Route 8,False,False,True,,20,22,Rare
20,Grass,0,Kanto,Route 9,False,False,False,,20,20,Rare
20,Grass,0,Kanto,Route 10,False,False,False,,20,20,Rare
20,Grass,0,Kanto,Route 16,False,False,False,,20,20,Horde
20,Grass,0,Kanto,Route 16,False,False,False,,22,26,Uncommon
20,Grass,0,Kanto,Route 17,False,False,False,,20,22,Horde
20,Grass,0,Kanto,Route 17,False,False,False,,25,29,Uncommon
20,Grass,0,Kanto,Route 18,False,False,False,,23,24,Horde
20,Grass,0,Kanto,Route 18,False,False,False,,28,30,Uncommon
20,Grass,0,Kanto,Route 21,False,False,False,,30,32,Uncommon
20,Dark Grass,2,Unova,Dreamyard,False,False,False,,46,47,Horde
20,Dark Grass,2,Unova,Dreamyard,False,False,False,,47,50,Common
20,Grass,2,Unova,Route 9,False,False,False,,37,37,Lure
20,Grass,3,Sinnoh,Route 225,False,False,False,,48,50,Horde
20,Grass,3,Sinnoh,Route 225,False,False,False,,50,52,Uncommon
20,Grass,3,Sinnoh,Route 226,False,False,False,,51,52,Common
20,Grass,3,Sinnoh,Route 226,False,False,False,,51,52,Common
20,Grass,3,Sinnoh,Route 226,False,False,False,,51,52,Common
20,Grass,3,Sinnoh,Route 226,False,False,False,,51,52,Common
20,Grass,3,Sinnoh,Route 226,True,True,False,Season3,48,50,Horde
20,Cave,4,Johto,Bell Tower,False,False,False,,32,34,Horde
20,Cave,4,Johto,Bell Tower,False,False,False,,35,38,Very Common
20,Cave,4,Johto,Burned Tower,False,False,False,,20,20,Very Rare
20,Cave,4,Johto,Mt. Mortar,False,False,False,,19,36,Uncommon
