Region,Location,Item,Price
All Regions,All Department Stores (After 8 Gym Badges),TM - Incinerate,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Iron Tail,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Leaf Blade,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Leaf Storm,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Leech Life,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Light Screen,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Magical Leaf,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Mega Drain,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Megahorn,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Muddy Water,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Nasty Plot,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Overheat,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Payback,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Pin Missile,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Power Swap,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Power Whip,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Psychic,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Psyshock,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Psywave,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Quash,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Rain Dance,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Razor Shell,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Reflect,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Rest,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Scald,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Shadow Ball,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Shadow Claw,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Shock Wave,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Silver Wind,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Skill Swap,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Snarl,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Snatch,-
All Regions,All Department Stores (After 8 Gym Badges),TM - SolarBeam,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Steel Wing,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Stored Power,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Struggle Bug,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Sunny Day,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Taunt,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Telekinesis,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Teleport,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Thief,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Thunder,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Thunder Fang,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Thunder Wave,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Thunderbolt,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Torment,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Trick Room,-
All Regions,All Department Stores (After 8 Gym Badges),TM - U-turn,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Volt Switch,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Water Gun,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Water Pulse,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Whirlpool,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Wild Charge,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Will-O-Wisp,-
All Regions,All Department Stores (After 8 Gym Badges),TM - X-Scissor,-
All Regions,All Department Stores (After 8 Gym Badges),TM - Zap Cannon,-
All Regions
